District,Season,Crop
SRIKAKULAM,Whole Year ,Tapioca
SRIKAKULAM,Whole Year ,Tobacco
SRIKAKULAM,Whole Year ,Turmeric
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Sunflower
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Sugarcane
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Small millets
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Gram
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Banana
SRIKAKULAM,Whole Year ,Cashewnut
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Whole Year ,Coriander
SRIKAKULAM,Whole Year ,Dry ginger
SRIKAKULAM,Whole Year ,Sugarcane
SRIKAKULAM,Whole Year ,Sunflower
SRIKAKULAM,Whole Year ,Sweet potato
SRIKAKULAM,Whole Year ,Tapioca
SRIKAKULAM,Whole Year ,Tobacco
SRIKAKULAM,Whole Year ,Turmeric
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Small millets
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Gram
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Banana
SRIKAKULAM,Whole Year ,Cashewnut
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Whole Year ,Dry ginger
SRIKAKULAM,Whole Year ,Sugarcane
SRIKAKULAM,Whole Year ,Sunflower
SRIKAKULAM,Whole Year ,Sweet potato
SRIKAKULAM,Whole Year ,Tapioca
SRIKAKULAM,Whole Year ,Tobacco
SRIKAKULAM,Whole Year ,Turmeric
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Small millets
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Gram
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Jowar
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Banana
SRIKAKULAM,Whole Year ,Cashewnut
SRIKAKULAM,Whole Year ,Dry ginger
SRIKAKULAM,Whole Year ,Ginger
SRIKAKULAM,Whole Year ,Sugarcane
SRIKAKULAM,Whole Year ,Sunflower
SRIKAKULAM,Whole Year ,Sweet potato
SRIKAKULAM,Whole Year ,Tapioca
SRIKAKULAM,Whole Year ,Tobacco
SRIKAKULAM,Whole Year ,Turmeric
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,other oilseeds
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Small millets
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Arhar/Tur
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Jowar
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Banana
SRIKAKULAM,Whole Year ,Cashewnut
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Whole Year ,Dry ginger
SRIKAKULAM,Whole Year ,Garlic
SRIKAKULAM,Whole Year ,Sugarcane
SRIKAKULAM,Whole Year ,Sunflower
SRIKAKULAM,Whole Year ,Sweet potato
SRIKAKULAM,Whole Year ,Tapioca
SRIKAKULAM,Whole Year ,Tobacco
SRIKAKULAM,Whole Year ,Turmeric
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Brinjal
SRIKAKULAM,Kharif     ,Cabbage
SRIKAKULAM,Kharif     ,Cashewnut
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Dry ginger
SRIKAKULAM,Kharif     ,Gram
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Lemon
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mango
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,Other Kharif pulses
SRIKAKULAM,Kharif     ,Papaya
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sapota
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Small millets
SRIKAKULAM,Kharif     ,Sugarcane
SRIKAKULAM,Kharif     ,Sweet potato
SRIKAKULAM,Kharif     ,Tapioca
SRIKAKULAM,Kharif     ,Tomato
SRIKAKULAM,Kharif     ,Turmeric
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Brinjal
SRIKAKULAM,Rabi       ,Cabbage
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Sunflower
SRIKAKULAM,Rabi       ,Sweet potato
SRIKAKULAM,Rabi       ,Tobacco
SRIKAKULAM,Rabi       ,Tomato
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Brinjal
SRIKAKULAM,Kharif     ,Cabbage
SRIKAKULAM,Kharif     ,Cashewnut
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Dry ginger
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Lemon
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mango
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,other oilseeds
SRIKAKULAM,Kharif     ,Papaya
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sapota
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Sugarcane
SRIKAKULAM,Kharif     ,Sweet potato
SRIKAKULAM,Kharif     ,Tapioca
SRIKAKULAM,Kharif     ,Tobacco
SRIKAKULAM,Kharif     ,Tomato
SRIKAKULAM,Kharif     ,Turmeric
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Arhar/Tur
SRIKAKULAM,Rabi       ,Brinjal
SRIKAKULAM,Rabi       ,Cabbage
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Jowar
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Sunflower
SRIKAKULAM,Rabi       ,Tomato
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Banana
SRIKAKULAM,Whole Year ,Cashewnut
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Whole Year ,Dry ginger
SRIKAKULAM,Whole Year ,Sweet potato
SRIKAKULAM,Kharif     ,Arhar/Tur
SRIKAKULAM,Kharif     ,Bajra
SRIKAKULAM,Kharif     ,Brinjal
SRIKAKULAM,Kharif     ,Cabbage
SRIKAKULAM,Kharif     ,Cashewnut
SRIKAKULAM,Kharif     ,Cotton(lint)
SRIKAKULAM,Kharif     ,Dry chillies
SRIKAKULAM,Kharif     ,Dry ginger
SRIKAKULAM,Kharif     ,Groundnut
SRIKAKULAM,Kharif     ,Jowar
SRIKAKULAM,Kharif     ,Lemon
SRIKAKULAM,Kharif     ,Maize
SRIKAKULAM,Kharif     ,Mango
SRIKAKULAM,Kharif     ,Mesta
SRIKAKULAM,Kharif     ,Moong(Green Gram)
SRIKAKULAM,Kharif     ,Onion
SRIKAKULAM,Kharif     ,other oilseeds
SRIKAKULAM,Kharif     ,Papaya
SRIKAKULAM,Kharif     ,Potato
SRIKAKULAM,Kharif     ,Ragi
SRIKAKULAM,Kharif     ,Rice
SRIKAKULAM,Kharif     ,Sapota
SRIKAKULAM,Kharif     ,Sesamum
SRIKAKULAM,Kharif     ,Sugarcane
SRIKAKULAM,Kharif     ,Tomato
SRIKAKULAM,Kharif     ,Turmeric
SRIKAKULAM,Kharif     ,Urad
SRIKAKULAM,Rabi       ,Arhar/Tur
SRIKAKULAM,Rabi       ,Brinjal
SRIKAKULAM,Rabi       ,Cabbage
SRIKAKULAM,Rabi       ,Dry chillies
SRIKAKULAM,Rabi       ,Gram
SRIKAKULAM,Rabi       ,Groundnut
SRIKAKULAM,Rabi       ,Horse-gram
SRIKAKULAM,Rabi       ,Maize
SRIKAKULAM,Rabi       ,Moong(Green Gram)
SRIKAKULAM,Rabi       ,Onion
SRIKAKULAM,Rabi       ,Ragi
SRIKAKULAM,Rabi       ,Rice
SRIKAKULAM,Rabi       ,Sesamum
SRIKAKULAM,Rabi       ,Sunflower
SRIKAKULAM,Rabi       ,Tomato
SRIKAKULAM,Rabi       ,Urad
SRIKAKULAM,Whole Year ,Coconut 
SRIKAKULAM,Whole Year ,Rice
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Korra
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Samai
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Small millets
VISAKHAPATANAM,Kharif     ,Sugarcane
VISAKHAPATANAM,Kharif     ,Tobacco
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Korra
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Samai
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Whole Year ,Sugarcane
VISAKHAPATANAM,Whole Year ,Tobacco
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Castor seed
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Masoor
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Niger seed
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Safflower
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Whole Year ,Dry chillies
VISAKHAPATANAM,Whole Year ,Onion
VISAKHAPATANAM,Whole Year ,Sugarcane
VISAKHAPATANAM,Whole Year ,Tobacco
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Castor seed
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Korra
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Niger seed
VISAKHAPATANAM,Kharif     ,Onion
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,other misc. pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Samai
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Small millets
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Arhar/Tur
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Onion
VISAKHAPATANAM,Rabi       ,Other  Rabi pulses
VISAKHAPATANAM,Rabi       ,other misc. pulses
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rapeseed &Mustard
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Whole Year ,Banana
VISAKHAPATANAM,Whole Year ,Cashewnut
VISAKHAPATANAM,Whole Year ,Coconut 
VISAKHAPATANAM,Whole Year ,Dry ginger
VISAKHAPATANAM,Whole Year ,Potato
VISAKHAPATANAM,Whole Year ,Sugarcane
VISAKHAPATANAM,Whole Year ,Sweet potato
VISAKHAPATANAM,Whole Year ,Tapioca
VISAKHAPATANAM,Whole Year ,Tobacco
VISAKHAPATANAM,Whole Year ,Turmeric
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Castor seed
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Korra
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Niger seed
VISAKHAPATANAM,Kharif     ,Onion
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Samai
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Small millets
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Arhar/Tur
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Onion
VISAKHAPATANAM,Rabi       ,Other  Rabi pulses
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Whole Year ,Banana
VISAKHAPATANAM,Whole Year ,Cashewnut
VISAKHAPATANAM,Whole Year ,Coconut 
VISAKHAPATANAM,Whole Year ,Dry ginger
VISAKHAPATANAM,Whole Year ,Potato
VISAKHAPATANAM,Whole Year ,Sugarcane
VISAKHAPATANAM,Whole Year ,Sweet potato
VISAKHAPATANAM,Whole Year ,Tapioca
VISAKHAPATANAM,Whole Year ,Tobacco
VISAKHAPATANAM,Whole Year ,Turmeric
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Castor seed
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Niger seed
VISAKHAPATANAM,Kharif     ,Onion
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Small millets
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Bajra
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
VISAKHAPATANAM,Rabi       ,Jowar
VISAKHAPATANAM,Rabi       ,Maize
VISAKHAPATANAM,Rabi       ,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,Onion
VISAKHAPATANAM,Rabi       ,Other  Rabi pulses
VISAKHAPATANAM,Rabi       ,other oilseeds
VISAKHAPATANAM,Rabi       ,Ragi
VISAKHAPATANAM,Rabi       ,Rice
VISAKHAPATANAM,Rabi       ,Sesamum
VISAKHAPATANAM,Rabi       ,Urad
VISAKHAPATANAM,Whole Year ,Banana
VISAKHAPATANAM,Whole Year ,Beans & Mutter(Vegetable)
VISAKHAPATANAM,Whole Year ,Bhindi
VISAKHAPATANAM,Whole Year ,Bottle Gourd
VISAKHAPATANAM,Whole Year ,Brinjal
VISAKHAPATANAM,Whole Year ,Cabbage
VISAKHAPATANAM,Whole Year ,Cashewnut
VISAKHAPATANAM,Whole Year ,Citrus Fruit
VISAKHAPATANAM,Whole Year ,Coconut 
VISAKHAPATANAM,Whole Year ,Cucumber
VISAKHAPATANAM,Whole Year ,Dry ginger
VISAKHAPATANAM,Whole Year ,Mango
VISAKHAPATANAM,Whole Year ,Orange
VISAKHAPATANAM,Whole Year ,Other Fresh Fruits
VISAKHAPATANAM,Whole Year ,Other Vegetables
VISAKHAPATANAM,Whole Year ,Pome Fruit
VISAKHAPATANAM,Whole Year ,Potato
VISAKHAPATANAM,Whole Year ,Sugarcane
VISAKHAPATANAM,Whole Year ,Sweet potato
VISAKHAPATANAM,Whole Year ,Tapioca
VISAKHAPATANAM,Whole Year ,Tobacco
VISAKHAPATANAM,Whole Year ,Tomato
VISAKHAPATANAM,Whole Year ,Turmeric
VISAKHAPATANAM,Kharif     ,Arhar/Tur
VISAKHAPATANAM,Kharif     ,Bajra
VISAKHAPATANAM,Kharif     ,Castor seed
VISAKHAPATANAM,Kharif     ,Cotton(lint)
VISAKHAPATANAM,Kharif     ,Dry chillies
VISAKHAPATANAM,Kharif     ,Groundnut
VISAKHAPATANAM,Kharif     ,Horse-gram
VISAKHAPATANAM,Kharif     ,Jowar
VISAKHAPATANAM,Kharif     ,Korra
VISAKHAPATANAM,Kharif     ,Maize
VISAKHAPATANAM,Kharif     ,Mesta
VISAKHAPATANAM,Kharif     ,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,Niger seed
VISAKHAPATANAM,Kharif     ,Onion
VISAKHAPATANAM,Kharif     ,Other Kharif pulses
VISAKHAPATANAM,Kharif     ,Ragi
VISAKHAPATANAM,Kharif     ,Rice
VISAKHAPATANAM,Kharif     ,Samai
VISAKHAPATANAM,Kharif     ,Sesamum
VISAKHAPATANAM,Kharif     ,Small millets
VISAKHAPATANAM,Kharif     ,Sunflower
VISAKHAPATANAM,Kharif     ,Urad
VISAKHAPATANAM,Rabi       ,Arhar/Tur
VISAKHAPATANAM,Rabi       ,Dry chillies
VISAKHAPATANAM,Rabi       ,Gram
VISAKHAPATANAM,Rabi       ,Groundnut
VISAKHAPATANAM,Rabi       ,Horse-gram
